"","AA","section1_score","section2_score","section3_score","section3_weighted","section1_weighted","section2_weighted","total_score","candidate_type"
"34822",4711,92,20,75.33,46,5,18.83,69.83,"Technical Degree"
"34823",4712,100,27,58.22,50,6.75,14.56,71.31,"Technical Degree"
"34824",4713,100,57,48.33,50,14.25,12.08,76.33,"Technical Degree"
"34825",4714,100,40,54.11,50,10,13.53,73.53,"Technical Degree"
"34826",4715,84,48,45.56,42,12,11.39,65.39,"Technical Degree"
"34827",4716,92,71,51.89,46,17.75,12.97,76.72,"Technical Degree"
"34828",4717,100,43,69.11,50,10.75,17.28,78.03,"Technical Degree"
"34829",4718,84,38,75.11,42,9.5,18.78,70.28,"Technical Degree"
"34830",4719,48,60,54.22,24,15,13.56,52.56,"Technical Degree"
"34831",4720,96,25,66.44,48,6.25,16.61,70.86,"Technical Degree"
"34832",4721,100,45,45.11,50,11.25,11.28,72.53,"Technical Degree"
"34833",4722,100,30,55.33,50,7.5,13.83,71.33,"Technical Degree"
"34834",4723,100,60,53.67,50,15,13.42,78.42,"Technical Degree"
"34835",4724,60,27,48.33,30,6.75,12.08,48.83,"Technical Degree"
"34836",4725,88,30,53.89,44,7.5,13.47,64.97,"Technical Degree"
"34837",4726,64,65,62.44,32,16.25,15.61,63.86,"Technical Degree"
"34838",4727,100,55,60.22,50,13.75,15.06,78.81,"Technical Degree"
"34839",4728,76,27,40.78,38,6.75,10.19,54.94,"Technical Degree"
"34840",4729,84,47,61.11,42,11.75,15.28,69.03,"Technical Degree"
"34841",4730,100,27,46.11,50,6.75,11.53,68.28,"Technical Degree"
"34842",4731,40,20,67.33,20,5,16.83,41.83,"Technical Degree"
"34843",4732,96,29,45.33,48,7.25,11.33,66.58,"Technical Degree"
"34844",4733,52,45,40,26,11.25,10,47.25,"Technical Degree"
"34845",4734,100,47,74.78,50,11.75,18.69,80.44,"Technical Degree"
"34846",4735,100,40,58.78,50,10,14.69,74.69,"Technical Degree"
"34847",4736,40,24,59.78,20,6,14.94,40.94,"Technical Degree"
"34848",4737,100,65,64,50,16.25,16,82.25,"Technical Degree"
"34849",4738,40,48,58.56,20,12,14.64,46.64,"Technical Degree"
"34850",4739,84,32,53.22,42,8,13.31,63.31,"Technical Degree"
"34851",4740,96,47,64,48,11.75,16,75.75,"Technical Degree"
"34852",4741,92,32,36.67,46,8,9.17,63.17,"Technical Degree"
"34853",4742,40,34,62.56,20,8.5,15.64,44.14,"Technical Degree"
"34854",4743,36,30,54.33,18,7.5,13.58,39.08,"Technical Degree"
"34855",4744,96,55,50.78,48,13.75,12.69,74.44,"Technical Degree"
"34856",4745,76,50,64.56,38,12.5,16.14,66.64,"Technical Degree"
"34857",4746,64,30,57.56,32,7.5,14.39,53.89,"Technical Degree"
"34858",4747,88,47,72.22,44,11.75,18.06,73.81,"Technical Degree"
"34859",4748,92,65,50.44,46,16.25,12.61,74.86,"Technical Degree"
"34860",4749,40,37,44.33,20,9.25,11.08,40.33,"Technical Degree"
"34861",4750,68,45,48.56,34,11.25,12.14,57.39,"Technical Degree"
"34862",4751,100,90,56.89,50,22.5,14.22,86.72,"Technical Degree"
"34863",4752,64,43,56.22,32,10.75,14.06,56.81,"Technical Degree"
"34864",4753,96,37,59.89,48,9.25,14.97,72.22,"Technical Degree"
"34865",4754,100,40,79.78,50,10,19.94,79.94,"Technical Degree"
"34866",4755,60,34,56.78,30,8.5,14.19,52.69,"Technical Degree"
"34867",4756,36,52,57,18,13,14.25,45.25,"Technical Degree"
"34868",4757,40,24,60.67,20,6,15.17,41.17,"Technical Degree"
"34869",4758,44,24,43,22,6,10.75,38.75,"Technical Degree"
"34870",4759,44,7,50.67,22,1.75,12.67,36.42,"Technical Degree"
"34871",4760,96,71,49.11,48,17.75,12.28,78.03,"Technical Degree"
"34872",4761,28,27,55.78,14,6.75,13.94,34.69,"Technical Degree"
"34873",4762,100,30,52.78,50,7.5,13.19,70.69,"Technical Degree"
"34874",4763,92,45,52.11,46,11.25,13.03,70.28,"Technical Degree"
"34875",4764,100,60,52.22,50,15,13.06,78.06,"Technical Degree"
"34876",4765,96,25,65.44,48,6.25,16.36,70.61,"Technical Degree"
"34877",4766,72,53,52.89,36,13.25,13.22,62.47,"Technical Degree"
"34878",4767,88,29,41.89,44,7.25,10.47,61.72,"Technical Degree"
"34879",4768,92,22,52.56,46,5.5,13.14,64.64,"Technical Degree"
"34880",4769,40,45,71,20,11.25,17.75,49,"Technical Degree"
"34881",4770,100,73,47.56,50,18.25,11.89,80.14,"Technical Degree"
"34882",4771,56,37,55.11,28,9.25,13.78,51.03,"Technical Degree"
"34883",4772,88,43,52.11,44,10.75,13.03,67.78,"Technical Degree"
"34884",4773,56,58,53.33,28,14.5,13.33,55.83,"Technical Degree"
"34885",4774,80,40,57.78,40,10,14.44,64.44,"Technical Degree"
"34886",4775,96,43,50.44,48,10.75,12.61,71.36,"Technical Degree"
"34887",4776,92,52,71.11,46,13,17.78,76.78,"Technical Degree"
"34888",4777,76,7,51.56,38,1.75,12.89,52.64,"Technical Degree"
"34889",4778,100,32,46.78,50,8,11.69,69.69,"Technical Degree"
"34890",4779,88,22,58.33,44,5.5,14.58,64.08,"Technical Degree"
"34891",4780,92,35,57.56,46,8.75,14.39,69.14,"Technical Degree"
"34892",4781,96,40,55.11,48,10,13.78,71.78,"Technical Degree"
"34893",4782,84,15,55.89,42,3.75,13.97,59.72,"Technical Degree"
"34894",4783,100,43,47,50,10.75,11.75,72.5,"Technical Degree"
"34895",4784,100,60,45.89,50,15,11.47,76.47,"Technical Degree"
"34896",4785,100,78,46.78,50,19.5,11.69,81.19,"Technical Degree"
"34897",4786,56,27,42,28,6.75,10.5,45.25,"Technical Degree"
"34898",4787,76,35,44.22,38,8.75,11.06,57.81,"Technical Degree"
"34899",4788,100,24,53.33,50,6,13.33,69.33,"Technical Degree"
"34900",4789,16,22,56.11,8,5.5,14.03,27.53,"Technical Degree"
"34901",4790,44,25,33.33,22,6.25,8.33,36.58,"Technical Degree"
"34902",4791,96,38,40.78,48,9.5,10.19,67.69,"Technical Degree"
"34903",4792,80,52,37.33,40,13,9.33,62.33,"Technical Degree"
"34904",4793,92,48,47.22,46,12,11.81,69.81,"Technical Degree"
"34905",4794,68,38,55.56,34,9.5,13.89,57.39,"Technical Degree"
"34906",4795,92,27,57.78,46,6.75,14.44,67.19,"Technical Degree"
"34907",4796,96,43,70.89,48,10.75,17.72,76.47,"Technical Degree"
"34908",4797,88,43,52.89,44,10.75,13.22,67.97,"Technical Degree"
"34909",4798,80,42,52.56,40,10.5,13.14,63.64,"Technical Degree"
"34910",4799,36,19,37,18,4.75,9.25,32,"Technical Degree"
"34911",4800,100,27,58.89,50,6.75,14.72,71.47,"Technical Degree"
"34912",4801,84,35,47.33,42,8.75,11.83,62.58,"Technical Degree"
"34913",4802,72,37,62.11,36,9.25,15.53,60.78,"Technical Degree"
"34914",4803,56,48,51.22,28,12,12.81,52.81,"Technical Degree"
"34915",4804,76,17,54.89,38,4.25,13.72,55.97,"Technical Degree"
"34916",4805,88,34,55.11,44,8.5,13.78,66.28,"Technical Degree"
"34917",4806,96,19,61.89,48,4.75,15.47,68.22,"Technical Degree"
"34918",4807,96,43,74.44,48,10.75,18.61,77.36,"Technical Degree"
"34919",4808,36,25,69.78,18,6.25,17.44,41.69,"Technical Degree"
"34920",4809,96,24,66.78,48,6,16.69,70.69,"Technical Degree"
"34921",4810,36,47,55.44,18,11.75,13.86,43.61,"Technical Degree"
"34922",4811,100,52,69.44,50,13,17.36,80.36,"Technical Degree"
"34923",4812,84,29,50.89,42,7.25,12.72,61.97,"Technical Degree"
"34924",4813,96,37,41.78,48,9.25,10.44,67.69,"Technical Degree"
"34925",4814,76,29,74.22,38,7.25,18.56,63.81,"Technical Degree"
"34926",4815,72,27,53.33,36,6.75,13.33,56.08,"Technical Degree"
"34927",4816,52,52,73.33,26,13,18.33,57.33,"Technical Degree"
"34928",4817,48,29,44.78,24,7.25,11.19,42.44,"Technical Degree"
"34929",4818,60,22,62.11,30,5.5,15.53,51.03,"Technical Degree"
"34930",4819,72,35,58.67,36,8.75,14.67,59.42,"Technical Degree"
"34931",4820,100,38,66.44,50,9.5,16.61,76.11,"Technical Degree"
"34932",4821,72,48,42.33,36,12,10.58,58.58,"Technical Degree"
"34933",4822,92,38,59.67,46,9.5,14.92,70.42,"Technical Degree"
"34934",4823,100,53,73.44,50,13.25,18.36,81.61,"Technical Degree"
"34935",4824,92,48,56.22,46,12,14.06,72.06,"Technical Degree"
"34936",4825,100,19,56.22,50,4.75,14.06,68.81,"Technical Degree"
"34937",4826,48,45,33.44,24,11.25,8.36,43.61,"Technical Degree"
"34938",4827,80,48,65.33,40,12,16.33,68.33,"Technical Degree"
"34939",4828,96,48,56.11,48,12,14.03,74.03,"Technical Degree"
"34940",4829,96,67,62.56,48,16.75,15.64,80.39,"Technical Degree"
"34941",4830,96,29,81.67,48,7.25,20.42,75.67,"Technical Degree"
"34942",4831,100,35,38.89,50,8.75,9.72,68.47,"Technical Degree"
"34943",4832,20,17,61.78,10,4.25,15.44,29.69,"Technical Degree"
"34944",4833,100,55,54.44,50,13.75,13.61,77.36,"Technical Degree"
"34945",4834,100,29,61,50,7.25,15.25,72.5,"Technical Degree"
"34946",4835,96,38,60.78,48,9.5,15.19,72.69,"Technical Degree"
"34947",4836,92,40,62.67,46,10,15.67,71.67,"Technical Degree"
"34948",4837,60,29,54.44,30,7.25,13.61,50.86,"Technical Degree"
"34949",4838,100,37,44.56,50,9.25,11.14,70.39,"Technical Degree"
"34950",4839,80,30,80.33,40,7.5,20.08,67.58,"Technical Degree"
"34951",4840,92,60,63.11,46,15,15.78,76.78,"Technical Degree"
"34952",4841,100,70,68.56,50,17.5,17.14,84.64,"Technical Degree"
"34953",4842,84,63,62.22,42,15.75,15.56,73.31,"Technical Degree"
"34954",4843,76,27,66.56,38,6.75,16.64,61.39,"Technical Degree"
"34955",4844,100,78,73.33,50,19.5,18.33,87.83,"Technical Degree"
"34956",4845,24,24,58.67,12,6,14.67,32.67,"Technical Degree"
"34957",4846,56,47,48.33,28,11.75,12.08,51.83,"Technical Degree"
"34958",4847,40,24,48.11,20,6,12.03,38.03,"Technical Degree"
"34959",4848,96,71,69.11,48,17.75,17.28,83.03,"Technical Degree"
"34960",4849,36,91,66,18,22.75,16.5,57.25,"Technical Degree"
"34961",4850,100,19,58.22,50,4.75,14.56,69.31,"Technical Degree"
"34962",4851,96,45,58.22,48,11.25,14.56,73.81,"Technical Degree"
"34963",4852,60,40,49.89,30,10,12.47,52.47,"Technical Degree"
"34964",4853,92,48,50.22,46,12,12.56,70.56,"Technical Degree"
"34965",4854,80,55,59,40,13.75,14.75,68.5,"Technical Degree"
"34966",4855,100,50,49.67,50,12.5,12.42,74.92,"Technical Degree"
"34967",4856,100,42,42.89,50,10.5,10.72,71.22,"Technical Degree"
"34968",4857,84,29,46.33,42,7.25,11.58,60.83,"Technical Degree"
"34969",4858,76,34,76,38,8.5,19,65.5,"Technical Degree"
"34970",4859,92,50,53.56,46,12.5,13.39,71.89,"Technical Degree"
"34971",4860,72,17,66.33,36,4.25,16.58,56.83,"Technical Degree"
"34972",4861,88,53,51.89,44,13.25,12.97,70.22,"Technical Degree"
"34973",4862,96,30,49.33,48,7.5,12.33,67.83,"Technical Degree"
"34974",4863,100,30,47.11,50,7.5,11.78,69.28,"Technical Degree"
"34975",4864,20,38,48.89,10,9.5,12.22,31.72,"Technical Degree"
"34976",4865,100,32,39.56,50,8,9.89,67.89,"Technical Degree"
"34977",4866,72,25,61.67,36,6.25,15.42,57.67,"Technical Degree"
"34978",4867,76,40,73.22,38,10,18.31,66.31,"Technical Degree"
"34979",4868,40,50,40.67,20,12.5,10.17,42.67,"Technical Degree"
"34980",4869,56,30,64.44,28,7.5,16.11,51.61,"Technical Degree"
"34981",4870,40,20,60.89,20,5,15.22,40.22,"Technical Degree"
"34982",4871,72,24,42.78,36,6,10.69,52.69,"Technical Degree"
"34983",4872,88,27,60,44,6.75,15,65.75,"Technical Degree"
"34984",4873,96,45,48.22,48,11.25,12.06,71.31,"Technical Degree"
"34985",4874,68,32,66.33,34,8,16.58,58.58,"Technical Degree"
"34986",4875,96,32,46.22,48,8,11.56,67.56,"Technical Degree"
"34987",4876,100,70,51.56,50,17.5,12.89,80.39,"Technical Degree"
"34988",4877,36,22,42.11,18,5.5,10.53,34.03,"Technical Degree"
"34989",4878,28,38,45.89,14,9.5,11.47,34.97,"Technical Degree"
"34990",4879,100,34,49,50,8.5,12.25,70.75,"Technical Degree"
"34991",4880,52,29,62.44,26,7.25,15.61,48.86,"Technical Degree"
"34992",4881,88,37,52.44,44,9.25,13.11,66.36,"Technical Degree"
"34993",4882,52,48,63.22,26,12,15.81,53.81,"Technical Degree"
"34994",4883,92,80,65.44,46,20,16.36,82.36,"Technical Degree"
"34995",4884,100,17,47.33,50,4.25,11.83,66.08,"Technical Degree"
"34996",4885,96,35,43.44,48,8.75,10.86,67.61,"Technical Degree"
"34997",4886,96,38,69.22,48,9.5,17.31,74.81,"Technical Degree"
"34998",4887,68,25,48.56,34,6.25,12.14,52.39,"Technical Degree"
"34999",4888,100,40,58.67,50,10,14.67,74.67,"Technical Degree"
"35000",4889,100,37,64.33,50,9.25,16.08,75.33,"Technical Degree"
"35001",4890,52,27,31.56,26,6.75,7.89,40.64,"Technical Degree"
"35002",4891,60,60,70.22,30,15,17.56,62.56,"Technical Degree"
"35003",4892,68,78,56,34,19.5,14,67.5,"Technical Degree"
"35004",4893,100,19,62.22,50,4.75,15.56,70.31,"Technical Degree"
"35005",4894,92,30,57.11,46,7.5,14.28,67.78,"Technical Degree"
"35006",4895,52,85,69.78,26,21.25,17.44,64.69,"Technical Degree"
"35007",4896,48,47,60.44,24,11.75,15.11,50.86,"Technical Degree"
"35008",4897,100,83,44.89,50,20.75,11.22,81.97,"Technical Degree"
"35009",4898,100,67,59.56,50,16.75,14.89,81.64,"Technical Degree"
"35010",4899,100,48,48.78,50,12,12.19,74.19,"Technical Degree"
"35011",4900,76,29,63.33,38,7.25,15.83,61.08,"Technical Degree"
"35012",4901,52,50,68.22,26,12.5,17.06,55.56,"Technical Degree"
"35013",4902,64,35,53,32,8.75,13.25,54,"Technical Degree"
"35014",4903,68,32,63.67,34,8,15.92,57.92,"Technical Degree"
"35015",4904,64,38,41.56,32,9.5,10.39,51.89,"Technical Degree"
"35016",4905,100,42,58.78,50,10.5,14.69,75.19,"Technical Degree"
"35017",4906,96,57,39.78,48,14.25,9.94,72.19,"Technical Degree"
"35018",4907,88,48,51,44,12,12.75,68.75,"Technical Degree"
"35019",4908,96,24,70.67,48,6,17.67,71.67,"Technical Degree"
"35020",4909,32,7,70.67,16,1.75,17.67,35.42,"Technical Degree"
"35021",4910,44,9,47.44,22,2.25,11.86,36.11,"Technical Degree"
"35022",4911,96,14,51.33,48,3.5,12.83,64.33,"Technical Degree"
"35023",4912,44,19,70.33,22,4.75,17.58,44.33,"Technical Degree"
"35024",4913,100,37,48.11,50,9.25,12.03,71.28,"Technical Degree"
"35025",4914,28,35,34.67,14,8.75,8.67,31.42,"Technical Degree"
"35026",4915,100,52,72,50,13,18,81,"Technical Degree"
"35027",4916,40,27,48.56,20,6.75,12.14,38.89,"Technical Degree"
"35028",4917,100,34,63.56,50,8.5,15.89,74.39,"Technical Degree"
"35029",4918,88,52,42.11,44,13,10.53,67.53,"Technical Degree"
"35030",4919,100,68,64.22,50,17,16.06,83.06,"Technical Degree"
"35031",4920,92,40,37.89,46,10,9.47,65.47,"Technical Degree"
"35032",4921,84,29,64.89,42,7.25,16.22,65.47,"Technical Degree"
"35033",4922,92,52,51.89,46,13,12.97,71.97,"Technical Degree"
"35034",4923,100,63,49,50,15.75,12.25,78,"Technical Degree"
"35035",4924,92,10,48.22,46,2.5,12.06,60.56,"Technical Degree"
"35036",4925,88,35,48.56,44,8.75,12.14,64.89,"Technical Degree"
"35037",4926,100,47,47,50,11.75,11.75,73.5,"Technical Degree"
"35038",4927,96,53,52.78,48,13.25,13.19,74.44,"Technical Degree"
"35039",4928,40,63,56.44,20,15.75,14.11,49.86,"Technical Degree"
"35040",4929,92,58,50.89,46,14.5,12.72,73.22,"Technical Degree"
"35041",4930,76,37,47.67,38,9.25,11.92,59.17,"Technical Degree"
"35042",4931,64,22,56.67,32,5.5,14.17,51.67,"Technical Degree"
"35043",4932,84,45,49.33,42,11.25,12.33,65.58,"Technical Degree"
"35044",4933,88,50,53.11,44,12.5,13.28,69.78,"Technical Degree"
"35045",4934,92,43,52.78,46,10.75,13.19,69.94,"Technical Degree"
"35046",4935,68,15,60.78,34,3.75,15.19,52.94,"Technical Degree"
"35047",4936,100,20,45.89,50,5,11.47,66.47,"Technical Degree"
"35048",4937,84,32,61,42,8,15.25,65.25,"Technical Degree"
"35049",4938,100,17,56.67,50,4.25,14.17,68.42,"Technical Degree"
"35050",4939,96,22,53.33,48,5.5,13.33,66.83,"Technical Degree"
"35051",4940,68,50,58.33,34,12.5,14.58,61.08,"Technical Degree"
"35052",4941,84,38,44.11,42,9.5,11.03,62.53,"Technical Degree"
"35053",4942,64,48,43.11,32,12,10.78,54.78,"Technical Degree"
"35054",4943,52,25,51.89,26,6.25,12.97,45.22,"Technical Degree"
"35055",4944,56,42,49,28,10.5,12.25,50.75,"Technical Degree"
"35056",4945,100,34,61.78,50,8.5,15.44,73.94,"Technical Degree"
"35057",4946,76,55,58.56,38,13.75,14.64,66.39,"Technical Degree"
"35058",4947,40,37,47.22,20,9.25,11.81,41.06,"Technical Degree"
"35059",4948,96,62,52.56,48,15.5,13.14,76.64,"Technical Degree"
"35060",4949,100,32,67.67,50,8,16.92,74.92,"Technical Degree"
"35061",4950,72,50,55.67,36,12.5,13.92,62.42,"Technical Degree"
"35062",4951,76,30,51.67,38,7.5,12.92,58.42,"Technical Degree"
"35063",4952,88,27,49.11,44,6.75,12.28,63.03,"Technical Degree"
"35064",4953,92,62,50,46,15.5,12.5,74,"Technical Degree"
"35065",4954,100,80,67.33,50,20,16.83,86.83,"Technical Degree"
"35066",4955,100,20,67.11,50,5,16.78,71.78,"Technical Degree"
"35067",4956,92,32,47.22,46,8,11.81,65.81,"Technical Degree"
"35068",4957,40,50,57.67,20,12.5,14.42,46.92,"Technical Degree"
"35069",4958,100,68,68.67,50,17,17.17,84.17,"Technical Degree"
"35070",4959,100,63,54.67,50,15.75,13.67,79.42,"Technical Degree"
"35071",4960,64,20,28.67,32,5,7.17,44.17,"Technical Degree"
"35072",4961,80,30,41,40,7.5,10.25,57.75,"Technical Degree"
"35073",4962,96,55,68.44,48,13.75,17.11,78.86,"Technical Degree"
"35074",4963,96,42,55.33,48,10.5,13.83,72.33,"Technical Degree"
"35075",4964,100,65,47.22,50,16.25,11.81,78.06,"Technical Degree"
"35076",4965,88,34,60.56,44,8.5,15.14,67.64,"Technical Degree"
"35077",4966,100,81,63.11,50,20.25,15.78,86.03,"Technical Degree"
"35078",4967,92,45,34.56,46,11.25,8.64,65.89,"Technical Degree"
"35079",4968,44,35,51.33,22,8.75,12.83,43.58,"Technical Degree"
"35080",4969,100,38,53.56,50,9.5,13.39,72.89,"Technical Degree"
"35081",4970,84,47,54.22,42,11.75,13.56,67.31,"Technical Degree"
"35082",4971,92,29,46,46,7.25,11.5,64.75,"Technical Degree"
"35083",4972,40,40,50.44,20,10,12.61,42.61,"Technical Degree"
"35084",4973,96,32,50.89,48,8,12.72,68.72,"Technical Degree"
"35085",4974,100,55,51.11,50,13.75,12.78,76.53,"Technical Degree"
"35086",4975,100,52,69.22,50,13,17.31,80.31,"Technical Degree"
"35087",4976,100,30,59.44,50,7.5,14.86,72.36,"Technical Degree"
"35088",4977,72,47,36.22,36,11.75,9.06,56.81,"Technical Degree"
"35089",4978,100,57,69.89,50,14.25,17.47,81.72,"Technical Degree"
"35090",4979,88,19,56.56,44,4.75,14.14,62.89,"Technical Degree"
"35091",4980,100,14,54.67,50,3.5,13.67,67.17,"Technical Degree"
"35092",4981,100,27,68.56,50,6.75,17.14,73.89,"Technical Degree"
"35093",4982,100,65,67.67,50,16.25,16.92,83.17,"Technical Degree"
"35094",4983,100,45,31.78,50,11.25,7.94,69.19,"Technical Degree"
"35095",4984,48,32,56.33,24,8,14.08,46.08,"Technical Degree"
"35096",4985,48,22,47.33,24,5.5,11.83,41.33,"Technical Degree"
"35097",4986,92,58,41,46,14.5,10.25,70.75,"Technical Degree"
"35098",4987,52,38,51.22,26,9.5,12.81,48.31,"Technical Degree"
"35099",4988,80,57,52.67,40,14.25,13.17,67.42,"Technical Degree"
"35100",4989,88,19,50.44,44,4.75,12.61,61.36,"Technical Degree"
"35101",4990,88,53,53,44,13.25,13.25,70.5,"Technical Degree"
"35102",4991,100,60,25.89,50,15,6.47,71.47,"Technical Degree"
"35103",4992,96,42,45.67,48,10.5,11.42,69.92,"Technical Degree"
"35104",4993,96,47,25.33,48,11.75,6.33,66.08,"Technical Degree"
"35105",4994,56,48,63.67,28,12,15.92,55.92,"Technical Degree"
"35106",4995,96,27,48.33,48,6.75,12.08,66.83,"Technical Degree"
"35107",4996,52,35,40.22,26,8.75,10.06,44.81,"Technical Degree"
"35108",4997,96,45,68.89,48,11.25,17.22,76.47,"Technical Degree"
"35109",4998,80,35,42.78,40,8.75,10.69,59.44,"Technical Degree"
"35110",4999,88,32,51.56,44,8,12.89,64.89,"Technical Degree"
"35111",5000,96,57,64.22,48,14.25,16.06,78.31,"Technical Degree"
"35112",5001,88,58,66.11,44,14.5,16.53,75.03,"Technical Degree"
"35113",5002,96,34,61.56,48,8.5,15.39,71.89,"Technical Degree"
"35114",5003,68,50,46.89,34,12.5,11.72,58.22,"Technical Degree"
"35115",5004,88,43,46.22,44,10.75,11.56,66.31,"Technical Degree"
"35116",5005,68,53,64.11,34,13.25,16.03,63.28,"Technical Degree"
"35117",5006,92,10,33,46,2.5,8.25,56.75,"Technical Degree"
"35118",5007,68,19,52.78,34,4.75,13.19,51.94,"Technical Degree"
"35119",5008,44,37,58.33,22,9.25,14.58,45.83,"Technical Degree"
"35120",5009,100,43,56.33,50,10.75,14.08,74.83,"Technical Degree"
"35121",5010,80,38,63.89,40,9.5,15.97,65.47,"Technical Degree"
"35122",5011,92,52,52.11,46,13,13.03,72.03,"Technical Degree"
"35123",5012,100,42,45.67,50,10.5,11.42,71.92,"Technical Degree"
"35124",5013,100,32,47.78,50,8,11.94,69.94,"Technical Degree"
"35125",5014,40,38,59.78,20,9.5,14.94,44.44,"Technical Degree"
"35126",5015,40,12,47.33,20,3,11.83,34.83,"Technical Degree"
"35127",5016,60,20,53.89,30,5,13.47,48.47,"Technical Degree"
"35128",5017,92,27,59.78,46,6.75,14.94,67.69,"Technical Degree"
"35129",5018,100,60,48.33,50,15,12.08,77.08,"Technical Degree"
"35130",5019,76,34,48.89,38,8.5,12.22,58.72,"Technical Degree"
"35131",5020,100,35,55.44,50,8.75,13.86,72.61,"Technical Degree"
"35132",5021,60,29,46.33,30,7.25,11.58,48.83,"Technical Degree"
"35133",5022,96,24,51.67,48,6,12.92,66.92,"Technical Degree"
"35134",5023,100,19,51,50,4.75,12.75,67.5,"Technical Degree"
"35135",5024,100,55,71,50,13.75,17.75,81.5,"Technical Degree"
"35136",5025,100,40,55.33,50,10,13.83,73.83,"Technical Degree"
"35137",5026,100,55,68.11,50,13.75,17.03,80.78,"Technical Degree"
"35138",5027,96,19,59.22,48,4.75,14.81,67.56,"Technical Degree"
"35139",5028,88,30,60.44,44,7.5,15.11,66.61,"Technical Degree"
"35140",5029,96,73,58.11,48,18.25,14.53,80.78,"Technical Degree"
"35141",5030,100,40,66.67,50,10,16.67,76.67,"Technical Degree"
"35142",5031,68,45,62.11,34,11.25,15.53,60.78,"Technical Degree"
"35143",5032,100,68,74.11,50,17,18.53,85.53,"Technical Degree"
"35144",5033,96,25,56.44,48,6.25,14.11,68.36,"Technical Degree"
"35145",5034,100,67,51.78,50,16.75,12.94,79.69,"Technical Degree"
"35146",5035,56,43,66.78,28,10.75,16.69,55.44,"Technical Degree"
"35147",5036,52,29,60,26,7.25,15,48.25,"Technical Degree"
"35148",5037,100,47,53.44,50,11.75,13.36,75.11,"Technical Degree"
