"","AA","section1_score","section2_score","section3_score","section3_weighted","section1_weighted","section2_weighted","total_score","candidate_type"
"34447",4336,96,60,61.11,48,15,15.28,78.28,"Technical Degree"
"34448",4337,96,55,61.33,48,13.75,15.33,77.08,"Technical Degree"
"34449",4338,72,38,50.11,36,9.5,12.53,58.03,"Technical Degree"
"34450",4339,48,57,54.78,24,14.25,13.69,51.94,"Technical Degree"
"34451",4340,96,24,63.89,48,6,15.97,69.97,"Technical Degree"
"34452",4341,100,37,66.11,50,9.25,16.53,75.78,"Technical Degree"
"34453",4342,24,45,54.11,12,11.25,13.53,36.78,"Technical Degree"
"34454",4343,92,47,49.67,46,11.75,12.42,70.17,"Technical Degree"
"34455",4344,48,48,59,24,12,14.75,50.75,"Technical Degree"
"34456",4345,64,35,66.11,32,8.75,16.53,57.28,"Technical Degree"
"34457",4346,72,34,55.67,36,8.5,13.92,58.42,"Technical Degree"
"34458",4347,100,53,48,50,13.25,12,75.25,"Technical Degree"
"34459",4348,84,35,51.67,42,8.75,12.92,63.67,"Technical Degree"
"34460",4349,64,43,67.56,32,10.75,16.89,59.64,"Technical Degree"
"34461",4350,100,60,61.56,50,15,15.39,80.39,"Technical Degree"
"34462",4351,100,55,57.22,50,13.75,14.31,78.06,"Technical Degree"
"34463",4352,96,30,37.67,48,7.5,9.42,64.92,"Technical Degree"
"34464",4353,100,60,52.44,50,15,13.11,78.11,"Technical Degree"
"34465",4354,68,35,46.89,34,8.75,11.72,54.47,"Technical Degree"
"34466",4355,96,29,56.22,48,7.25,14.06,69.31,"Technical Degree"
"34467",4356,60,30,42.89,30,7.5,10.72,48.22,"Technical Degree"
"34468",4357,100,57,40.22,50,14.25,10.06,74.31,"Technical Degree"
"34469",4358,88,43,68.67,44,10.75,17.17,71.92,"Technical Degree"
"34470",4359,80,25,53.33,40,6.25,13.33,59.58,"Technical Degree"
"34471",4360,64,29,60.67,32,7.25,15.17,54.42,"Technical Degree"
"34472",4361,40,25,46.11,20,6.25,11.53,37.78,"Technical Degree"
"34473",4362,76,35,43.44,38,8.75,10.86,57.61,"Technical Degree"
"34474",4363,80,60,43.44,40,15,10.86,65.86,"Technical Degree"
"34475",4364,44,48,60.67,22,12,15.17,49.17,"Technical Degree"
"34476",4365,96,40,47.67,48,10,11.92,69.92,"Technical Degree"
"34477",4366,96,30,67.78,48,7.5,16.94,72.44,"Technical Degree"
"34478",4367,60,27,65.44,30,6.75,16.36,53.11,"Technical Degree"
"34479",4368,80,50,52.89,40,12.5,13.22,65.72,"Technical Degree"
"34480",4369,100,62,44,50,15.5,11,76.5,"Technical Degree"
"34481",4370,100,42,37.33,50,10.5,9.33,69.83,"Technical Degree"
"34482",4371,72,24,67.56,36,6,16.89,58.89,"Technical Degree"
"34483",4372,84,53,56,42,13.25,14,69.25,"Technical Degree"
"34484",4373,88,27,34.78,44,6.75,8.69,59.44,"Technical Degree"
"34485",4374,88,52,52.89,44,13,13.22,70.22,"Technical Degree"
"34486",4375,68,19,49.44,34,4.75,12.36,51.11,"Technical Degree"
"34487",4376,84,48,51.67,42,12,12.92,66.92,"Technical Degree"
"34488",4377,100,47,48.11,50,11.75,12.03,73.78,"Technical Degree"
"34489",4378,76,55,52.33,38,13.75,13.08,64.83,"Technical Degree"
"34490",4379,36,45,54.22,18,11.25,13.56,42.81,"Technical Degree"
"34491",4380,100,62,56.11,50,15.5,14.03,79.53,"Technical Degree"
"34492",4381,96,70,50.22,48,17.5,12.56,78.06,"Technical Degree"
"34493",4382,88,35,61.78,44,8.75,15.44,68.19,"Technical Degree"
"34494",4383,96,52,43.22,48,13,10.81,71.81,"Technical Degree"
"34495",4384,84,50,62.78,42,12.5,15.69,70.19,"Technical Degree"
"34496",4385,100,73,67.22,50,18.25,16.81,85.06,"Technical Degree"
"34497",4386,92,10,61.67,46,2.5,15.42,63.92,"Technical Degree"
"34498",4387,72,48,33.89,36,12,8.47,56.47,"Technical Degree"
"34499",4388,52,38,57.11,26,9.5,14.28,49.78,"Technical Degree"
"34500",4389,72,50,56.44,36,12.5,14.11,62.61,"Technical Degree"
"34501",4390,72,25,70.11,36,6.25,17.53,59.78,"Technical Degree"
"34502",4391,32,30,48.56,16,7.5,12.14,35.64,"Technical Degree"
"34503",4392,80,34,55.44,40,8.5,13.86,62.36,"Technical Degree"
"34504",4393,84,19,54.44,42,4.75,13.61,60.36,"Technical Degree"
"34505",4394,80,57,48.56,40,14.25,12.14,66.39,"Technical Degree"
"34506",4395,92,34,50.33,46,8.5,12.58,67.08,"Technical Degree"
"34507",4396,100,27,53.22,50,6.75,13.31,70.06,"Technical Degree"
"34508",4397,36,19,42.33,18,4.75,10.58,33.33,"Technical Degree"
"34509",4398,100,83,68.22,50,20.75,17.06,87.81,"Technical Degree"
"34510",4399,100,83,53.78,50,20.75,13.44,84.19,"Technical Degree"
"34511",4400,92,30,67.78,46,7.5,16.94,70.44,"Technical Degree"
"34512",4401,80,40,48.22,40,10,12.06,62.06,"Technical Degree"
"34513",4402,100,45,60.89,50,11.25,15.22,76.47,"Technical Degree"
"34514",4403,64,20,37.78,32,5,9.44,46.44,"Technical Degree"
"34515",4404,92,34,58.33,46,8.5,14.58,69.08,"Technical Degree"
"34516",4405,56,29,42.22,28,7.25,10.56,45.81,"Technical Degree"
"34517",4406,40,37,55.11,20,9.25,13.78,43.03,"Technical Degree"
"34518",4407,44,10,36.89,22,2.5,9.22,33.72,"Technical Degree"
"34519",4408,40,20,52,20,5,13,38,"Technical Degree"
"34520",4409,56,57,46.89,28,14.25,11.72,53.97,"Technical Degree"
"34521",4410,100,60,54.11,50,15,13.53,78.53,"Technical Degree"
"34522",4411,100,25,55.44,50,6.25,13.86,70.11,"Technical Degree"
"34523",4412,100,29,47.89,50,7.25,11.97,69.22,"Technical Degree"
"34524",4413,96,45,55.33,48,11.25,13.83,73.08,"Technical Degree"
"34525",4414,92,38,58.78,46,9.5,14.69,70.19,"Technical Degree"
"34526",4415,100,50,55.33,50,12.5,13.83,76.33,"Technical Degree"
"34527",4416,60,15,66.22,30,3.75,16.56,50.31,"Technical Degree"
"34528",4417,40,35,53,20,8.75,13.25,42,"Technical Degree"
"34529",4418,100,35,53.11,50,8.75,13.28,72.03,"Technical Degree"
"34530",4419,96,40,53.67,48,10,13.42,71.42,"Technical Degree"
"34531",4420,96,53,69.78,48,13.25,17.44,78.69,"Technical Degree"
"34532",4421,68,12,56.22,34,3,14.06,51.06,"Technical Degree"
"34533",4422,76,30,38.67,38,7.5,9.67,55.17,"Technical Degree"
"34534",4423,72,60,70.89,36,15,17.72,68.72,"Technical Degree"
"34535",4424,92,67,65.56,46,16.75,16.39,79.14,"Technical Degree"
"34536",4425,60,22,40.56,30,5.5,10.14,45.64,"Technical Degree"
"34537",4426,100,62,56.11,50,15.5,14.03,79.53,"Technical Degree"
"34538",4427,52,29,54.22,26,7.25,13.56,46.81,"Technical Degree"
"34539",4428,100,83,53.33,50,20.75,13.33,84.08,"Technical Degree"
"34540",4429,92,37,60.78,46,9.25,15.19,70.44,"Technical Degree"
"34541",4430,100,62,47.56,50,15.5,11.89,77.39,"Technical Degree"
"34542",4431,84,42,64,42,10.5,16,68.5,"Technical Degree"
"34543",4432,56,25,63.67,28,6.25,15.92,50.17,"Technical Degree"
"34544",4433,76,9,49.56,38,2.25,12.39,52.64,"Technical Degree"
"34545",4434,100,42,46.78,50,10.5,11.69,72.19,"Technical Degree"
"34546",4435,44,43,31.33,22,10.75,7.83,40.58,"Technical Degree"
"34547",4436,52,43,40.67,26,10.75,10.17,46.92,"Technical Degree"
"34548",4437,40,25,47.89,20,6.25,11.97,38.22,"Technical Degree"
"34549",4438,100,35,58,50,8.75,14.5,73.25,"Technical Degree"
"34550",4439,64,24,57.56,32,6,14.39,52.39,"Technical Degree"
"34551",4440,100,37,39.89,50,9.25,9.97,69.22,"Technical Degree"
"34552",4441,100,62,58,50,15.5,14.5,80,"Technical Degree"
"34553",4442,92,38,55.44,46,9.5,13.86,69.36,"Technical Degree"
"34554",4443,100,43,63.11,50,10.75,15.78,76.53,"Technical Degree"
"34555",4444,100,53,60,50,13.25,15,78.25,"Technical Degree"
"34556",4445,96,45,65.22,48,11.25,16.31,75.56,"Technical Degree"
"34557",4446,100,81,67.22,50,20.25,16.81,87.06,"Technical Degree"
"34558",4447,100,55,51.22,50,13.75,12.81,76.56,"Technical Degree"
"34559",4448,92,30,34.67,46,7.5,8.67,62.17,"Technical Degree"
"34560",4449,80,48,38,40,12,9.5,61.5,"Technical Degree"
"34561",4450,96,29,46.67,48,7.25,11.67,66.92,"Technical Degree"
"34562",4451,76,15,51,38,3.75,12.75,54.5,"Technical Degree"
"34563",4452,92,29,57.67,46,7.25,14.42,67.67,"Technical Degree"
"34564",4453,52,17,49.44,26,4.25,12.36,42.61,"Technical Degree"
"34565",4454,100,19,72.78,50,4.75,18.19,72.94,"Technical Degree"
"34566",4455,96,42,49,48,10.5,12.25,70.75,"Technical Degree"
"34567",4456,96,37,51.22,48,9.25,12.81,70.06,"Technical Degree"
"34568",4457,96,50,57.33,48,12.5,14.33,74.83,"Technical Degree"
"34569",4458,48,34,56.89,24,8.5,14.22,46.72,"Technical Degree"
"34570",4459,76,30,76.67,38,7.5,19.17,64.67,"Technical Degree"
"34571",4460,68,27,63.33,34,6.75,15.83,56.58,"Technical Degree"
"34572",4461,76,20,73.78,38,5,18.44,61.44,"Technical Degree"
"34573",4462,100,90,45.67,50,22.5,11.42,83.92,"Technical Degree"
"34574",4463,56,25,64.56,28,6.25,16.14,50.39,"Technical Degree"
"34575",4464,88,34,45,44,8.5,11.25,63.75,"Technical Degree"
"34576",4465,56,40,31.11,28,10,7.78,45.78,"Technical Degree"
"34577",4466,100,70,55.33,50,17.5,13.83,81.33,"Technical Degree"
"34578",4467,100,45,63.78,50,11.25,15.94,77.19,"Technical Degree"
"34579",4468,72,10,51.67,36,2.5,12.92,51.42,"Technical Degree"
"34580",4469,80,55,43.56,40,13.75,10.89,64.64,"Technical Degree"
"34581",4470,100,43,50.67,50,10.75,12.67,73.42,"Technical Degree"
"34582",4471,48,32,42.22,24,8,10.56,42.56,"Technical Degree"
"34583",4472,100,24,57.44,50,6,14.36,70.36,"Technical Degree"
"34584",4473,80,19,52.89,40,4.75,13.22,57.97,"Technical Degree"
"34585",4474,84,42,60.33,42,10.5,15.08,67.58,"Technical Degree"
"34586",4475,100,50,56,50,12.5,14,76.5,"Technical Degree"
"34587",4476,96,60,69.78,48,15,17.44,80.44,"Technical Degree"
"34588",4477,72,20,42.33,36,5,10.58,51.58,"Technical Degree"
"34589",4478,84,55,58.78,42,13.75,14.69,70.44,"Technical Degree"
"34590",4479,44,32,43.56,22,8,10.89,40.89,"Technical Degree"
"34591",4480,84,29,46.33,42,7.25,11.58,60.83,"Technical Degree"
"34592",4481,64,27,67.67,32,6.75,16.92,55.67,"Technical Degree"
"34593",4482,92,52,41.67,46,13,10.42,69.42,"Technical Degree"
"34594",4483,76,29,39,38,7.25,9.75,55,"Technical Degree"
"34595",4484,92,37,62,46,9.25,15.5,70.75,"Technical Degree"
"34596",4485,100,60,44.56,50,15,11.14,76.14,"Technical Degree"
"34597",4486,44,37,57.89,22,9.25,14.47,45.72,"Technical Degree"
"34598",4487,96,50,64.33,48,12.5,16.08,76.58,"Technical Degree"
"34599",4488,88,34,45.22,44,8.5,11.31,63.81,"Technical Degree"
"34600",4489,100,27,44.56,50,6.75,11.14,67.89,"Technical Degree"
"34601",4490,64,25,50,32,6.25,12.5,50.75,"Technical Degree"
"34602",4491,92,86,41.56,46,21.5,10.39,77.89,"Technical Degree"
"34603",4492,92,58,55,46,14.5,13.75,74.25,"Technical Degree"
"34604",4493,100,67,48.56,50,16.75,12.14,78.89,"Technical Degree"
"34605",4494,100,55,60.56,50,13.75,15.14,78.89,"Technical Degree"
"34606",4495,100,19,45,50,4.75,11.25,66,"Technical Degree"
"34607",4496,28,7,39.11,14,1.75,9.78,25.53,"Technical Degree"
"34608",4497,72,32,63.22,36,8,15.81,59.81,"Technical Degree"
"34609",4498,96,30,67.33,48,7.5,16.83,72.33,"Technical Degree"
"34610",4499,100,62,57.56,50,15.5,14.39,79.89,"Technical Degree"
"34611",4500,60,38,55.33,30,9.5,13.83,53.33,"Technical Degree"
"34612",4501,100,47,73.56,50,11.75,18.39,80.14,"Technical Degree"
"34613",4502,72,30,41,36,7.5,10.25,53.75,"Technical Degree"
"34614",4503,28,24,43.89,14,6,10.97,30.97,"Technical Degree"
"34615",4504,48,19,56.11,24,4.75,14.03,42.78,"Technical Degree"
"34616",4505,76,27,30.67,38,6.75,7.67,52.42,"Technical Degree"
"34617",4506,96,58,46.78,48,14.5,11.69,74.19,"Technical Degree"
"34618",4507,80,20,35,40,5,8.75,53.75,"Technical Degree"
"34619",4508,96,32,65.67,48,8,16.42,72.42,"Technical Degree"
"34620",4509,60,24,57.89,30,6,14.47,50.47,"Technical Degree"
"34621",4510,80,58,41.11,40,14.5,10.28,64.78,"Technical Degree"
"34622",4511,100,45,67.11,50,11.25,16.78,78.03,"Technical Degree"
"34623",4512,96,27,36.56,48,6.75,9.14,63.89,"Technical Degree"
"34624",4513,84,25,56.89,42,6.25,14.22,62.47,"Technical Degree"
"34625",4514,60,58,61.56,30,14.5,15.39,59.89,"Technical Degree"
"34626",4515,92,50,57.44,46,12.5,14.36,72.86,"Technical Degree"
"34627",4516,88,14,52.67,44,3.5,13.17,60.67,"Technical Degree"
"34628",4517,64,27,68.89,32,6.75,17.22,55.97,"Technical Degree"
"34629",4518,40,43,65.56,20,10.75,16.39,47.14,"Technical Degree"
"34630",4519,52,24,53.11,26,6,13.28,45.28,"Technical Degree"
"34631",4520,28,19,63.44,14,4.75,15.86,34.61,"Technical Degree"
"34632",4521,52,15,47,26,3.75,11.75,41.5,"Technical Degree"
"34633",4522,100,63,56.44,50,15.75,14.11,79.86,"Technical Degree"
"34634",4523,72,10,39,36,2.5,9.75,48.25,"Technical Degree"
"34635",4524,80,10,51.56,40,2.5,12.89,55.39,"Technical Degree"
"34636",4525,100,27,59.78,50,6.75,14.94,71.69,"Technical Degree"
"34637",4526,28,17,55.89,14,4.25,13.97,32.22,"Technical Degree"
"34638",4527,80,35,68,40,8.75,17,65.75,"Technical Degree"
"34639",4528,84,25,60.78,42,6.25,15.19,63.44,"Technical Degree"
"34640",4529,100,65,45.11,50,16.25,11.28,77.53,"Technical Degree"
"34641",4530,100,63,40.89,50,15.75,10.22,75.97,"Technical Degree"
"34642",4531,100,27,58.22,50,6.75,14.56,71.31,"Technical Degree"
"34643",4532,44,45,56.44,22,11.25,14.11,47.36,"Technical Degree"
"34644",4533,84,25,53.11,42,6.25,13.28,61.53,"Technical Degree"
"34645",4534,80,29,84.67,40,7.25,21.17,68.42,"Technical Degree"
"34646",4535,100,40,74.11,50,10,18.53,78.53,"Technical Degree"
"34647",4536,56,7,40.78,28,1.75,10.19,39.94,"Technical Degree"
"34648",4537,92,53,60.78,46,13.25,15.19,74.44,"Technical Degree"
"34649",4538,100,40,60,50,10,15,75,"Technical Degree"
"34650",4539,68,27,68.67,34,6.75,17.17,57.92,"Technical Degree"
"34651",4540,100,27,50.67,50,6.75,12.67,69.42,"Technical Degree"
"34652",4541,100,53,55.78,50,13.25,13.94,77.19,"Technical Degree"
"34653",4542,100,47,62.89,50,11.75,15.72,77.47,"Technical Degree"
"34654",4543,100,45,46.11,50,11.25,11.53,72.78,"Technical Degree"
"34655",4544,88,45,73.89,44,11.25,18.47,73.72,"Technical Degree"
"34656",4545,48,20,44.67,24,5,11.17,40.17,"Technical Degree"
"34657",4546,96,88,48.78,48,22,12.19,82.19,"Technical Degree"
"34658",4547,88,37,55.44,44,9.25,13.86,67.11,"Technical Degree"
"34659",4548,92,17,56.11,46,4.25,14.03,64.28,"Technical Degree"
"34660",4549,100,35,45.33,50,8.75,11.33,70.08,"Technical Degree"
"34661",4550,100,88,60.78,50,22,15.19,87.19,"Technical Degree"
"34662",4551,40,45,56.22,20,11.25,14.06,45.31,"Technical Degree"
"34663",4552,100,35,49.78,50,8.75,12.44,71.19,"Technical Degree"
"34664",4553,100,47,61.22,50,11.75,15.31,77.06,"Technical Degree"
"34665",4554,80,57,36.67,40,14.25,9.17,63.42,"Technical Degree"
"34666",4555,52,40,62.56,26,10,15.64,51.64,"Technical Degree"
"34667",4556,68,20,65.33,34,5,16.33,55.33,"Technical Degree"
"34668",4557,68,25,54.67,34,6.25,13.67,53.92,"Technical Degree"
"34669",4558,88,45,51.56,44,11.25,12.89,68.14,"Technical Degree"
"34670",4559,28,17,49.33,14,4.25,12.33,30.58,"Technical Degree"
"34671",4560,76,34,46.11,38,8.5,11.53,58.03,"Technical Degree"
"34672",4561,92,29,47.56,46,7.25,11.89,65.14,"Technical Degree"
"34673",4562,84,32,68.89,42,8,17.22,67.22,"Technical Degree"
"34674",4563,92,34,70.67,46,8.5,17.67,72.17,"Technical Degree"
"34675",4564,92,17,55,46,4.25,13.75,64,"Technical Degree"
"34676",4565,88,27,54.67,44,6.75,13.67,64.42,"Technical Degree"
"34677",4566,72,50,48.78,36,12.5,12.19,60.69,"Technical Degree"
"34678",4567,96,47,55.44,48,11.75,13.86,73.61,"Technical Degree"
"34679",4568,72,37,50.78,36,9.25,12.69,57.94,"Technical Degree"
"34680",4569,80,25,52.22,40,6.25,13.06,59.31,"Technical Degree"
"34681",4570,64,55,34.11,32,13.75,8.53,54.28,"Technical Degree"
"34682",4571,100,43,43.67,50,10.75,10.92,71.67,"Technical Degree"
"34683",4572,80,29,63.56,40,7.25,15.89,63.14,"Technical Degree"
"34684",4573,100,63,53.33,50,15.75,13.33,79.08,"Technical Degree"
"34685",4574,96,52,45.67,48,13,11.42,72.42,"Technical Degree"
"34686",4575,100,71,66.67,50,17.75,16.67,84.42,"Technical Degree"
"34687",4576,80,73,45.67,40,18.25,11.42,69.67,"Technical Degree"
"34688",4577,100,32,67,50,8,16.75,74.75,"Technical Degree"
"34689",4578,48,20,46,24,5,11.5,40.5,"Technical Degree"
"34690",4579,100,45,62.67,50,11.25,15.67,76.92,"Technical Degree"
"34691",4580,88,14,81.56,44,3.5,20.39,67.89,"Technical Degree"
"34692",4581,56,19,41.33,28,4.75,10.33,43.08,"Technical Degree"
"34693",4582,72,19,54.22,36,4.75,13.56,54.31,"Technical Degree"
"34694",4583,72,37,63.44,36,9.25,15.86,61.11,"Technical Degree"
"34695",4584,84,52,65,42,13,16.25,71.25,"Technical Degree"
"34696",4585,80,7,64.56,40,1.75,16.14,57.89,"Technical Degree"
"34697",4586,84,45,32.44,42,11.25,8.11,61.36,"Technical Degree"
"34698",4587,100,43,47.89,50,10.75,11.97,72.72,"Technical Degree"
"34699",4588,60,43,53.56,30,10.75,13.39,54.14,"Technical Degree"
"34700",4589,60,60,51.56,30,15,12.89,57.89,"Technical Degree"
"34701",4590,88,52,58.89,44,13,14.72,71.72,"Technical Degree"
"34702",4591,96,65,79.67,48,16.25,19.92,84.17,"Technical Degree"
"34703",4592,92,29,77.56,46,7.25,19.39,72.64,"Technical Degree"
"34704",4593,28,7,63.89,14,1.75,15.97,31.72,"Technical Degree"
"34705",4594,52,80,48.33,26,20,12.08,58.08,"Technical Degree"
"34706",4595,100,57,57,50,14.25,14.25,78.5,"Technical Degree"
"34707",4596,92,24,46.89,46,6,11.72,63.72,"Technical Degree"
"34708",4597,80,65,67.11,40,16.25,16.78,73.03,"Technical Degree"
"34709",4598,84,52,35.44,42,13,8.86,63.86,"Technical Degree"
"34710",4599,88,24,61.56,44,6,15.39,65.39,"Technical Degree"
"34711",4600,100,50,51.78,50,12.5,12.94,75.44,"Technical Degree"
"34712",4601,52,37,60.89,26,9.25,15.22,50.47,"Technical Degree"
"34713",4602,100,48,53.44,50,12,13.36,75.36,"Technical Degree"
"34714",4603,60,80,46.78,30,20,11.69,61.69,"Technical Degree"
"34715",4604,100,40,50.33,50,10,12.58,72.58,"Technical Degree"
"34716",4605,80,53,46.78,40,13.25,11.69,64.94,"Technical Degree"
"34717",4606,64,50,47.33,32,12.5,11.83,56.33,"Technical Degree"
"34718",4607,88,29,53.78,44,7.25,13.44,64.69,"Technical Degree"
"34719",4608,88,80,48.89,44,20,12.22,76.22,"Technical Degree"
"34720",4609,96,27,72.33,48,6.75,18.08,72.83,"Technical Degree"
"34721",4610,84,37,43.33,42,9.25,10.83,62.08,"Technical Degree"
"34722",4611,92,58,47.89,46,14.5,11.97,72.47,"Technical Degree"
"34723",4612,68,17,52.89,34,4.25,13.22,51.47,"Technical Degree"
"34724",4613,24,7,41.11,12,1.75,10.28,24.03,"Technical Degree"
"34725",4614,92,57,68.22,46,14.25,17.06,77.31,"Technical Degree"
"34726",4615,52,29,52.56,26,7.25,13.14,46.39,"Technical Degree"
"34727",4616,48,35,58,24,8.75,14.5,47.25,"Technical Degree"
"34728",4617,100,75,52.78,50,18.75,13.19,81.94,"Technical Degree"
"34729",4618,100,50,59.67,50,12.5,14.92,77.42,"Technical Degree"
"34730",4619,96,27,63.56,48,6.75,15.89,70.64,"Technical Degree"
"34731",4620,84,50,67.56,42,12.5,16.89,71.39,"Technical Degree"
"34732",4621,100,40,58.78,50,10,14.69,74.69,"Technical Degree"
"34733",4622,100,48,64.11,50,12,16.03,78.03,"Technical Degree"
"34734",4623,92,47,54.44,46,11.75,13.61,71.36,"Technical Degree"
"34735",4624,96,52,75.56,48,13,18.89,79.89,"Technical Degree"
"34736",4625,100,63,63.67,50,15.75,15.92,81.67,"Technical Degree"
"34737",4626,44,47,66.44,22,11.75,16.61,50.36,"Technical Degree"
"34738",4627,92,50,59,46,12.5,14.75,73.25,"Technical Degree"
"34739",4628,68,32,54.89,34,8,13.72,55.72,"Technical Degree"
"34740",4629,64,45,56,32,11.25,14,57.25,"Technical Degree"
"34741",4630,96,38,51,48,9.5,12.75,70.25,"Technical Degree"
"34742",4631,92,22,63.89,46,5.5,15.97,67.47,"Technical Degree"
"34743",4632,92,29,51.78,46,7.25,12.94,66.19,"Technical Degree"
"34744",4633,56,20,46,28,5,11.5,44.5,"Technical Degree"
"34745",4634,92,37,52.22,46,9.25,13.06,68.31,"Technical Degree"
"34746",4635,92,37,49.56,46,9.25,12.39,67.64,"Technical Degree"
"34747",4636,84,30,41.56,42,7.5,10.39,59.89,"Technical Degree"
"34748",4637,88,43,38,44,10.75,9.5,64.25,"Technical Degree"
"34749",4638,84,29,48.78,42,7.25,12.19,61.44,"Technical Degree"
"34750",4639,52,65,50.67,26,16.25,12.67,54.92,"Technical Degree"
"34751",4640,100,71,57.44,50,17.75,14.36,82.11,"Technical Degree"
"34752",4641,88,40,50.22,44,10,12.56,66.56,"Technical Degree"
"34753",4642,80,62,48.33,40,15.5,12.08,67.58,"Technical Degree"
"34754",4643,56,24,56,28,6,14,48,"Technical Degree"
"34755",4644,88,50,44.22,44,12.5,11.06,67.56,"Technical Degree"
"34756",4645,72,25,32.33,36,6.25,8.08,50.33,"Technical Degree"
"34757",4646,100,37,77.56,50,9.25,19.39,78.64,"Technical Degree"
"34758",4647,92,19,71.67,46,4.75,17.92,68.67,"Technical Degree"
"34759",4648,64,55,51.33,32,13.75,12.83,58.58,"Technical Degree"
"34760",4649,100,71,55,50,17.75,13.75,81.5,"Technical Degree"
"34761",4650,76,25,54.44,38,6.25,13.61,57.86,"Technical Degree"
"34762",4651,72,27,55.67,36,6.75,13.92,56.67,"Technical Degree"
"34763",4652,100,45,53.78,50,11.25,13.44,74.69,"Technical Degree"
"34764",4653,76,34,50.89,38,8.5,12.72,59.22,"Technical Degree"
"34765",4654,92,19,68.22,46,4.75,17.06,67.81,"Technical Degree"
"34766",4655,68,29,42.67,34,7.25,10.67,51.92,"Technical Degree"
"34767",4656,92,53,59.78,46,13.25,14.94,74.19,"Technical Degree"
"34768",4657,100,50,61.56,50,12.5,15.39,77.89,"Technical Degree"
"34769",4658,36,42,62.22,18,10.5,15.56,44.06,"Technical Degree"
"34770",4659,80,34,74,40,8.5,18.5,67,"Technical Degree"
"34771",4660,60,20,46,30,5,11.5,46.5,"Technical Degree"
"34772",4661,88,34,44,44,8.5,11,63.5,"Technical Degree"
"34773",4662,60,24,48.67,30,6,12.17,48.17,"Technical Degree"
"34774",4663,100,40,52.11,50,10,13.03,73.03,"Technical Degree"
"34775",4664,96,42,68,48,10.5,17,75.5,"Technical Degree"
"34776",4665,88,53,78.78,44,13.25,19.69,76.94,"Technical Degree"
"34777",4666,100,58,57.56,50,14.5,14.39,78.89,"Technical Degree"
"34778",4667,96,52,51.89,48,13,12.97,73.97,"Technical Degree"
"34779",4668,96,37,68.78,48,9.25,17.19,74.44,"Technical Degree"
"34780",4669,60,47,69.22,30,11.75,17.31,59.06,"Technical Degree"
"34781",4670,100,19,46,50,4.75,11.5,66.25,"Technical Degree"
"34782",4671,96,19,49.11,48,4.75,12.28,65.03,"Technical Degree"
"34783",4672,76,48,51.78,38,12,12.94,62.94,"Technical Degree"
"34784",4673,100,34,61.22,50,8.5,15.31,73.81,"Technical Degree"
"34785",4674,100,38,52.33,50,9.5,13.08,72.58,"Technical Degree"
"34786",4675,76,17,47.22,38,4.25,11.81,54.06,"Technical Degree"
"34787",4676,100,45,63.33,50,11.25,15.83,77.08,"Technical Degree"
"34788",4677,92,14,53.56,46,3.5,13.39,62.89,"Technical Degree"
"34789",4678,80,17,60.78,40,4.25,15.19,59.44,"Technical Degree"
"34790",4679,96,45,50,48,11.25,12.5,71.75,"Technical Degree"
"34791",4680,100,50,56.11,50,12.5,14.03,76.53,"Technical Degree"
"34792",4681,88,40,56.56,44,10,14.14,68.14,"Technical Degree"
"34793",4682,100,62,49.11,50,15.5,12.28,77.78,"Technical Degree"
"34794",4683,72,47,46.89,36,11.75,11.72,59.47,"Technical Degree"
"34795",4684,72,34,58.89,36,8.5,14.72,59.22,"Technical Degree"
"34796",4685,80,50,43.89,40,12.5,10.97,63.47,"Technical Degree"
"34797",4686,84,45,80.11,42,11.25,20.03,73.28,"Technical Degree"
"34798",4687,84,34,37.33,42,8.5,9.33,59.83,"Technical Degree"
"34799",4688,84,42,46.44,42,10.5,11.61,64.11,"Technical Degree"
"34800",4689,100,55,58,50,13.75,14.5,78.25,"Technical Degree"
"34801",4690,100,60,61,50,15,15.25,80.25,"Technical Degree"
"34802",4691,68,43,43.67,34,10.75,10.92,55.67,"Technical Degree"
"34803",4692,96,19,63.33,48,4.75,15.83,68.58,"Technical Degree"
"34804",4693,48,30,53,24,7.5,13.25,44.75,"Technical Degree"
"34805",4694,100,30,42.89,50,7.5,10.72,68.22,"Technical Degree"
"34806",4695,96,25,50.22,48,6.25,12.56,66.81,"Technical Degree"
"34807",4696,100,58,62.56,50,14.5,15.64,80.14,"Technical Degree"
"34808",4697,40,57,52,20,14.25,13,47.25,"Technical Degree"
"34809",4698,100,47,52.67,50,11.75,13.17,74.92,"Technical Degree"
"34810",4699,100,38,64.33,50,9.5,16.08,75.58,"Technical Degree"
"34811",4700,80,48,64,40,12,16,68,"Technical Degree"
"34812",4701,100,40,55.67,50,10,13.92,73.92,"Technical Degree"
"34813",4702,84,20,46.44,42,5,11.61,58.61,"Technical Degree"
"34814",4703,100,57,66.89,50,14.25,16.72,80.97,"Technical Degree"
"34815",4704,60,40,52.67,30,10,13.17,53.17,"Technical Degree"
"34816",4705,100,52,69.56,50,13,17.39,80.39,"Technical Degree"
"34817",4706,84,58,47.89,42,14.5,11.97,68.47,"Technical Degree"
"34818",4707,96,15,59.44,48,3.75,14.86,66.61,"Technical Degree"
"34819",4708,88,68,51.33,44,17,12.83,73.83,"Technical Degree"
"34820",4709,64,50,47.89,32,12.5,11.97,56.47,"Technical Degree"
"34821",4710,64,17,53.11,32,4.25,13.28,49.53,"Technical Degree"
